Id,OwnerId,IsDeleted,Name,RecordTypeId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,sustain_app__AMER_Avg_Elec_Energy_Intensity_kwh_sqft__c,sustain_app__AMER_Avg_Energy_Intensity_kBtu_sqft__c,sustain_app__APAC_Avg_Elec_Energy_Intensity_kwh_sqft__c,sustain_app__APAC_Avg_Energy_Intensity_kBtu_sqft__c,sustain_app__Autogas_LPG_CH4_factor_g_CH4_km__c,sustain_app__Autogas_LPG_CO2_factor_kg_CO2_L__c,sustain_app__Autogas_LPG_N2O_factor_g_N2O_km__c,sustain_app__Biodiesel_CH4_factor_g_CH4_km__c,sustain_app__Biodiesel_CO2_factor_kg_CO2_L__c,sustain_app__Biodiesel_N2O_factor_g_N2O_km__c,sustain_app__CNG_CH4_factor_g_CH4_km__c,sustain_app__CNG_CO2_factor_kg_CO2_L__c,sustain_app__CNG_N2O_factor_g_N2O_km__c,sustain_app__City__c,sustain_app__Cooling_CO2e_Factor_tCO2e_MWh__c,sustain_app__Country__c,sustain_app__Data_Source__c,sustain_app__Diesel_CH4_Factor_g_mmBtu__c,sustain_app__Diesel_CO2_Factor__c,sustain_app__Diesel_CO2e_Factor_tCO2e_MWh__c,sustain_app__Diesel_N2O_Factor_g_mmBtu__c,sustain_app__EMEA_Avg_Elec_Energy_Intensity_kwh_sqft__c,sustain_app__EMEA_Avg_Energy_Intensity_kBtu_sqft__c,sustain_app__East_North_Central_Large__c,sustain_app__East_North_Central_Medium__c,sustain_app__East_North_Central_Small__c,sustain_app__East_South_Central_Large__c,sustain_app__East_South_Central_Medium__c,sustain_app__East_South_Central_Small__c,sustain_app__Emission_Factor_Update_Year__c,sustain_app__Ethanol_CH4_factor_g_CH4_km__c,sustain_app__Ethanol_CO2_factor_kg_CO2_L__c,sustain_app__Ethanol_N2O_factor_g_N2O_km__c,sustain_app__Fuel_Oil_CH4_Factor_g_mmBtu__c,sustain_app__Fuel_Oil_CO2_Factor_kg_mmBtu__c,sustain_app__Fuel_Oil_CO2e_Factor_tCO2e_MWh__c,sustain_app__Fuel_Oil_N2O_Factor_g_mmBtu__c,sustain_app__GWP_CH4__c,sustain_app__GWP_N2O__c,sustain_app__GWP__c,sustain_app__GWP_kgCO2ekg__c,sustain_app__Gasoline_CH4_factor_g_CH4_km__c,sustain_app__Gasoline_CO2_factor_kg_CO2_L__c,sustain_app__Gasoline_N2O_factor_g_N2O_km__c,sustain_app__Heating_CO2e_Factor_tCO2e_MWh__c,sustain_app__Jet_Fuel_CO2e_Factor_tCO2e_Gal__c,sustain_app__Middle_Atlantic_Large__c,sustain_app__Middle_Atlantic_Medium__c,sustain_app__Middle_Atlantic_Small__c,sustain_app__Midwest_Large__c,sustain_app__Midwest_Medium__c,sustain_app__Midwest_Small__c,sustain_app__Midwest_kBtusft__c,sustain_app__Mobile_Diesel_CH4_factor_g_CH4_km__c,sustain_app__Mobile_Diesel_CO2_factor_kg_CO2_L__c,sustain_app__Mobile_Diesel_N2O_factor_g_N2O_km__c,sustain_app__Mountain_Large__c,sustain_app__Mountain_Medium__c,sustain_app__Mountain_Small__c,sustain_app__Natural_Gas_CH4_Factor_g_mmBtu__c,sustain_app__Natural_Gas_CO2_Factor__c,sustain_app__Natural_Gas_CO2e_Factor_tCO2e_MWh__c,sustain_app__Natural_Gas_Cal_Conversion_kWh_m3__c,sustain_app__Natural_Gas_N2O_Factor_g_mmBtu__c,sustain_app__New_England_Large__c,sustain_app__New_England_Medium__c,sustain_app__New_England_Small__c,sustain_app__Non_US_Real_Estate_Avg_kBtu_Sqft__c,sustain_app__Northeast_Large__c,sustain_app__Northeast_Medium__c,sustain_app__Northeast_Small__c,sustain_app__Northeast_kBtusft__c,sustain_app__Pacific_Large__c,sustain_app__Pacific_Medium__c,sustain_app__Pacific_Small__c,sustain_app__Propane_CH4_Factor__c,sustain_app__Propane_CO2_Factor__c,sustain_app__Propane_CO2e_Factor_tCO2e_MWh__c,sustain_app__Propane_N2O_Factor__c,sustain_app__RefrigerantLeakageRatekgITkWh__c,sustain_app__RefrigerantLeakageRatekgM2__c,sustain_app__RefrigerantLeakageRatekgSqft__c,sustain_app__Refrigerant_Name__c,sustain_app__South_Atlantic_Large__c,sustain_app__South_Atlantic_Medium__c,sustain_app__South_Atlantic_Small__c,sustain_app__South_Large__c,sustain_app__South_Medium__c,sustain_app__South_Small__c,sustain_app__South_kBtusft__c,sustain_app__State__c,sustain_app__Steam_CH4_Factor_g_mmBtu__c,sustain_app__Steam_CO2_Factor_kg_mmBtu__c,sustain_app__Steam_CO2e_Factor_tCO2e_MWh__c,sustain_app__Steam_N2O_Factor_g_mmBtu__c,sustain_app__SubRegion_Name__c,sustain_app__West_Large__c,sustain_app__West_Medium__c,sustain_app__West_North_Central_Large__c,sustain_app__West_North_Central_Medium__c,sustain_app__West_North_Central_Small__c,sustain_app__West_Small__c,sustain_app__West_South_Central_Large__c,sustain_app__West_South_Central_Medium__c,sustain_app__West_South_Central_Small__c,sustain_app__West_kBtusft__c,sustain_app__jet_fuel_ch4_factor_g_gal__c,sustain_app__jet_fuel_co2_factor_g__c,sustain_app__jet_fuel_n2o_factor_g_gal__c
a091h000004KQLPAA4,0051h0000064LyPAAU,,HCFC-123 - 2018 revision,0121h000001lj5TAAQ,2021-03-29T18:32:50.000+0000,0051h0000064LyPAAU,2021-03-29T18:32:50.000+0000,0051h0000064LyPAAU,2021-03-29T18:32:50.000+0000,,2021-03-29T18:32:51.000+0000,2021-03-29T18:32:51.000+0000,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,77,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HCFC-123,,,,,,,,,,,0,,,,,,,,,,,,,,,
a091h000004KQLQAA4,0051h0000064LyPAAU,,HCFC-124 - 2018 revision,0121h000001lj5TAAQ,2021-03-29T18:32:50.000+0000,0051h0000064LyPAAU,2021-03-29T18:32:50.000+0000,0051h0000064LyPAAU,2021-03-29T18:32:50.000+0000,,2021-03-29T18:32:51.000+0000,2021-03-29T18:32:51.000+0000,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,609,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HCFC-124,,,,,,,,,,,0,,,,,,,,,,,,,,,
a091h000004KQLRAA4,0051h0000064LyPAAU,,HCFC-141b - 2018 revision,0121h000001lj5TAAQ,2021-03-29T18:32:50.000+0000,0051h0000064LyPAAU,2021-03-29T18:32:50.000+0000,0051h0000064LyPAAU,2021-03-29T18:32:50.000+0000,,2021-03-29T18:32:51.000+0000,2021-03-29T18:32:51.000+0000,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,725,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HCFC-141b,,,,,,,,,,,0,,,,,,,,,,,,,,,
a091h000004KQLSAA4,0051h0000064LyPAAU,,HCFC-142b - 2018 revision,0121h000001lj5TAAQ,2021-03-29T18:32:50.000+0000,0051h0000064LyPAAU,2021-03-29T18:32:50.000+0000,0051h0000064LyPAAU,2021-03-29T18:32:50.000+0000,,2021-03-29T18:32:51.000+0000,2021-03-29T18:32:51.000+0000,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,2310,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HCFC-142b,,,,,,,,,,,0,,,,,,,,,,,,,,,
a091h000004KQLTAA4,0051h0000064LyPAAU,,HCFC-21 - 2018 revision,0121h000001lj5TAAQ,2021-03-29T18:32:50.000+0000,0051h0000064LyPAAU,2021-03-29T18:32:50.000+0000,0051h0000064LyPAAU,2021-03-29T18:32:50.000+0000,,2021-03-29T18:32:51.000+0000,2021-03-29T18:32:51.000+0000,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,151,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HCFC-21,,,,,,,,,,,0,,,,,,,,,,,,,,,
a091h000004KQLUAA4,0051h0000064LyPAAU,,HCFC-22 / R22 (chlorodifluoromethane) - 2018 revision,0121h000001lj5TAAQ,2021-03-29T18:32:50.000+0000,0051h0000064LyPAAU,2021-03-29T18:32:50.000+0000,0051h0000064LyPAAU,2021-03-29T18:32:50.000+0000,,2021-03-29T18:32:51.000+0000,2021-03-29T18:32:51.000+0000,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,1810,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HCFC-22 / R22 (chlorodifluoromethane),,,,,,,,,,,0,,,,,,,,,,,,,,,
a091h000004KQLVAA4,0051h0000064LyPAAU,,HCFC-225ca - 2018 revision,0121h000001lj5TAAQ,2021-03-29T18:32:50.000+0000,0051h0000064LyPAAU,2021-03-29T18:32:50.000+0000,0051h0000064LyPAAU,2021-03-29T18:32:50.000+0000,,2021-03-29T18:32:51.000+0000,2021-03-29T18:32:51.000+0000,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,122,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HCFC-225ca,,,,,,,,,,,0,,,,,,,,,,,,,,,
a091h000004KQLWAA4,0051h0000064LyPAAU,,HCFC-225cb - 2018 revision,0121h000001lj5TAAQ,2021-03-29T18:32:50.000+0000,0051h0000064LyPAAU,2021-03-29T18:32:50.000+0000,0051h0000064LyPAAU,2021-03-29T18:32:50.000+0000,,2021-03-29T18:32:51.000+0000,2021-03-29T18:32:51.000+0000,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,595,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HCFC-225cb,,,,,,,,,,,0,,,,,,,,,,,,,,,
a091h000004KQLXAA4,0051h0000064LyPAAU,,HCFE-235da2 - 2018 revision,0121h000001lj5TAAQ,2021-03-29T18:32:50.000+0000,0051h0000064LyPAAU,2021-03-29T18:32:50.000+0000,0051h0000064LyPAAU,2021-03-29T18:32:50.000+0000,,2021-03-29T18:32:51.000+0000,2021-03-29T18:32:51.000+0000,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,350,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HCFE-235da2,,,,,,,,,,,0,,,,,,,,,,,,,,,
a091h000004KQLYAA4,0051h0000064LyPAAU,,HFC-125 - 2018 revision,0121h000001lj5TAAQ,2021-03-29T18:32:50.000+0000,0051h0000064LyPAAU,2021-03-29T18:32:50.000+0000,0051h0000064LyPAAU,2021-03-29T18:32:50.000+0000,,2021-03-29T18:32:51.000+0000,2021-03-29T18:32:51.000+0000,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,3500,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HFC-125,,,,,,,,,,,0,,,,,,,,,,,,,,,
a091h000004KQLZAA4,0051h0000064LyPAAU,,HFC-134 - 2018 revision,0121h000001lj5TAAQ,2021-03-29T18:32:50.000+0000,0051h0000064LyPAAU,2021-03-29T18:32:50.000+0000,0051h0000064LyPAAU,2021-03-29T18:32:50.000+0000,,2021-03-29T18:32:51.000+0000,2021-03-29T18:32:51.000+0000,,,,,,,,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,,,,0,,,,,1100,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,HFC-134,,,,,,,,,,,0,,,,,,,,,,,,,,,
